date,value
1974-01-03,273.1186724979055
1974-01-04,274.6131163843116
1974-01-07,277.47787901135257
1974-01-08,280.13751856731704
1974-01-09,282.0552596918367
1974-01-10,283.8286616221621
1974-01-11,284.88277005905786
1974-01-14,286.42760758950226
1974-01-15,288.4592824685065
1974-01-16,290.41117316974413
1974-01-17,291.16194278738453
1974-01-18,290.13056829739486
1974-01-21,288.33406557325276
1974-01-22,286.2685408367665
1974-01-23,285.25484595235775
1974-01-24,286.6660459718647
1974-01-25,290.1555268222957
1974-01-28,293.9866114498547
1974-01-29,297.01281356876075
1974-01-30,299.15644320089007
1974-01-31,299.98665239390726
1974-02-01,299.66736768287615
1974-02-04,299.17207533867986
1974-02-05,298.8595497610089
1974-02-06,298.74372605797595
1974-02-07,299.2932892328857
1974-02-08,301.0465489520822
1974-02-11,303.5604264858742
1974-02-13,306.1569335997311
1974-02-14,308.954680296514
1974-02-15,312.0790000901937
1974-02-19,316.1328147594524
1974-02-20,320.6017362417169
1974-02-21,325.0997944803319
1974-02-22,329.5192511393277
1974-02-25,332.22404719427794
1974-02-26,331.4671957297325
1974-02-27,327.66838479626256
1974-02-28,322.8169607471509
1974-03-01,318.4246725222631
1974-03-04,313.4125704154337
1974-03-05,308.8691960357314
1974-03-06,305.9463352516972
1974-03-07,303.63463761227257
1974-03-08,300.65558010190347
1974-03-11,298.2294034273415
1974-03-12,296.94686019748883
1974-03-13,295.8585202187714
1974-03-14,294.59241222070506
1974-03-15,294.13876575275725
1974-03-18,296.22029651173193
1974-03-19,298.991316661139
1974-03-20,300.2544979899378
1974-03-21,300.31535895202643
1974-03-22,298.5164400796443
1974-03-25,294.1509242399725
1974-03-26,288.81358482405767
1974-03-27,283.5496931529668
1974-03-28,279.15194494806303
1974-03-29,275.08236028802474
1974-04-01,270.1052119699414
1974-04-02,265.0034509742888
1974-04-03,261.0652626117768
1974-04-04,257.55931750333497
1974-04-05,256.1722346532837
1974-04-08,257.90110081795785
1974-04-09,261.27911004871925
1974-04-10,263.34962565424155
1974-04-11,263.3307700266759
1974-04-15,262.99846833839894
1974-04-16,262.20184276783914
1974-04-17,262.2429191518662
1974-04-18,263.9878440715595
1974-04-19,266.89169687649525
1974-04-22,269.4653777506657
1974-04-23,270.98863494123293
1974-04-24,272.15657875281914
1974-04-25,273.8794955017605
1974-04-26,276.2755432303208
1974-04-29,277.1935691774852
1974-04-30,276.3669818837971
1974-05-01,272.76587175257157
1974-05-02,266.91419443206485
1974-05-03,260.3021998033466
1974-05-06,255.33725103265942
1974-05-07,253.87556951154463
1974-05-08,255.30124991535317
1974-05-09,257.86907454371055
1974-05-10,261.349853448383
1974-05-13,264.8127226922941
1974-05-14,267.67688272795937
1974-05-15,270.27144096660123
1974-05-16,272.03568578522896
1974-05-17,271.5278767507626
1974-05-20,268.1002220748234
1974-05-21,263.49255513669766
1974-05-22,260.60649070041285
1974-05-23,260.3444053567839
1974-05-24,262.5604792212176
1974-05-28,265.71506041087855
1974-05-29,267.81589117859176
1974-05-30,267.37848723531425
1974-05-31,265.57824365245324
1974-06-03,264.7521031349913
1974-06-04,266.52099452798205
1974-06-05,270.61749611306277
1974-06-06,274.6779546465012
1974-06-07,277.1663911803726
1974-06-10,277.9449565071207
1974-06-11,277.8068948082297
1974-06-12,277.9064548148164
1974-06-13,278.5353237058005
1974-06-14,279.7939025672311
1974-06-17,281.93162894922034
1974-06-18,284.1129010060516
1974-06-19,286.83866468886663
1974-06-20,289.691840411581
1974-06-21,293.26477664367656
1974-06-24,296.7084793122608
1974-06-25,298.6176779432353
1974-06-26,300.04035264360476
1974-06-27,300.30961826460987
1974-06-28,301.069903434966
1974-07-01,302.79306588696045
1974-07-02,304.6944687234824
1974-07-03,307.23841121608524
1974-07-05,309.81439345849935
1974-07-08,311.83871282935644
1974-07-09,312.1615111873214
1974-07-10,311.69512277686545
1974-07-11,313.0173760969674
1974-07-12,317.5014027935611
1974-07-15,324.13839700062607
1974-07-16,330.4824895859425
1974-07-17,334.55824160103225
1974-07-18,336.4794076311066
1974-07-19,335.73373589309335
1974-07-22,334.23434599502855
1974-07-23,335.9894382491951
1974-07-24,342.33237489367195
1974-07-25,352.1263282978795
1974-07-26,363.0264829410671
1974-07-29,371.2272198329704
1974-07-30,373.65893442590783
1974-07-31,371.274642244352
1974-08-01,365.2721721642442
1974-08-02,359.92019985358826
1974-08-05,358.2302324758579
1974-08-06,360.09117180666146
1974-08-07,361.5138333279526
1974-08-08,359.4879194781676
1974-08-09,355.37657344014434
1974-08-12,352.73115404479483
1974-08-13,354.27330245738256
1974-08-14,358.1460962152811
1974-08-15,361.501160302236
1974-08-16,363.48874842818594
1974-08-19,362.20332632266354
1974-08-20,358.7673030118687
1974-08-21,356.65114187849457
1974-08-22,357.3999275420574
1974-08-23,358.8564324903187
1974-08-26,358.6727036381557
1974-08-27,356.60945350004073
1974-08-28,352.8300328495371
1974-08-29,347.23847330621345
1974-08-30,341.1964714765918
1974-09-03,335.78872512192004
1974-09-04,332.4524720514399
1974-09-05,332.8028434146291
1974-09-06,336.59549567694455
1974-09-09,342.6290013224933
1974-09-10,348.12221079698406
1974-09-11,351.6966485388934
1974-09-12,351.4725571751669
1974-09-13,346.87329632099164
1974-09-16,340.7389312092553
1974-09-17,336.1488803937889
1974-09-18,335.0401667845925
1974-09-19,337.6849181273683
1974-09-20,343.1742426306665
1974-09-23,350.76667879750585
1974-09-24,357.94546379756224
1974-09-25,363.18750975708565
1974-09-26,368.34949343643035
1974-09-27,374.27532895381427
