date,value
1974-01-06,277.19209115435194
1974-01-13,280.72335562749197
1974-01-20,285.6155512856415
1974-01-27,290.59582042151624
1974-02-03,295.92302506678476
1974-02-10,303.25422628288595
1974-02-17,311.6137266258666
1974-02-24,318.1960398779817
1974-03-03,319.9137864369345
1974-03-10,314.61508380932855
1974-03-17,303.89003793736987
1974-03-24,290.6539723707264
1974-03-31,278.7603332455908
1974-04-07,269.9692495658214
1974-04-14,265.0249764603926
1974-04-21,263.0913111896367
1974-04-28,262.9369365467259
1974-05-05,263.46929704006607
1974-05-12,264.15088403899887
1974-05-19,264.5809855043354
1974-05-26,264.7223361278708
1974-06-02,266.1855358408448
1974-06-09,270.93756906430815
1974-06-16,278.41670738869817
1974-06-23,287.2966740207339
1974-06-30,296.08379700903987
1974-07-07,304.6146726399411
1974-07-14,315.44958808899264
1974-07-21,331.02244700649504
1974-07-28,349.37760120036864
1974-08-04,362.9752602851477
1974-08-11,366.89438562819583
1974-08-18,362.9151424312572
1974-08-25,354.23448241356334
1974-09-01,345.23227375024373
1974-09-08,339.51826418988276
1974-09-15,339.5813378695404
1974-09-22,348.5812905466601
1974-09-29,365.1287189541671
1974-10-06,380.06077076757197
1974-10-13,384.8108167091941
1974-10-20,381.5317626674472
1974-10-27,378.09551339599705
1974-11-03,375.2760619660331
1974-11-10,371.74204342521836
1974-11-17,366.3496798893834
1974-11-24,360.647678338272
1974-12-01,356.4283353529332
1974-12-08,353.62538584705413
1974-12-15,351.6426094041557
1974-12-22,349.6225259544505
1974-12-29,346.64234051482475
1975-01-05,341.9860363684723
1975-01-12,335.8604860556443
1975-01-19,328.86804323861327
1975-01-26,320.9292301251261
1975-02-02,311.9926970464382
1975-02-09,302.7966316475113
1975-02-16,293.89942030168174
1975-02-23,286.0481214402775
1975-03-02,281.1468130333177
1975-03-09,280.7629964821897
1975-03-16,283.9608473750643
1975-03-23,288.8462464637207
1975-03-30,292.6389586952876
1975-04-06,294.0012365446077
1975-04-13,292.4072331197128
1975-04-20,288.8037531505885
1975-04-27,284.4362299839247
1975-05-04,280.21675082741126
1975-05-11,276.68492021969183
1975-05-18,274.0961853294814
1975-05-25,272.8936080766513
1975-06-01,273.1095183378575
1975-06-08,274.56243768405153
1975-06-15,276.6855669178494
1975-06-22,278.81505663224993
1975-06-29,280.5142567053269
1975-07-06,282.2553141554564
1975-07-13,284.6820802973042
1975-07-20,288.21642649039296
1975-07-27,292.94402991881793
1975-08-03,297.9619632855851
1975-08-10,302.6233691689726
1975-08-17,306.41558241273714
1975-08-24,308.8259378606352
1975-08-31,309.5976723500164
1975-09-07,309.49763069260246
1975-09-14,309.41018231102424
1975-09-21,309.44349494709826
1975-09-28,308.56880424126297
1975-10-05,305.4741526311369
1975-10-12,300.22237011908265
1975-10-19,293.3228668123977
1975-10-26,285.6415954566186
1975-11-02,278.3316290879205
1975-11-09,272.6155980928201
1975-11-16,269.3644239122433
1975-11-23,267.7855620645236
1975-11-30,266.5479458295693
1975-12-07,264.4215617561458
1975-12-14,262.0854510108067
1975-12-21,260.72065187963125
1975-12-28,261.2690004197443
1976-01-04,263.3686650163992
1976-01-11,265.39033079955607
1976-01-18,266.794440134648
1976-01-25,267.4005893849895
1976-02-01,267.2002411193716
1976-02-08,266.74857083724703
1976-02-15,266.2776126785699
1976-02-22,265.8956488920501
1976-02-29,265.7109617263978
1976-03-07,265.84109657628824
1976-03-14,266.3667417216816
1976-03-21,267.0822097942061
1976-03-28,267.5503382337854
1976-04-04,266.9326549347173
1976-04-11,265.57298527937286
1976-04-18,265.40275181905344
1976-04-25,267.3038514163557
1976-05-02,271.3273903714616
1976-05-09,277.13315954044594
1976-05-16,283.0741737954862
1976-05-23,287.0871414740844
1976-05-30,290.6276879448535
1976-06-06,296.4267267763961
1976-06-13,300.26619523956646
1976-06-20,298.48189102984566
1976-06-27,296.75299469346277
1976-07-04,298.53544843526225
1976-07-11,299.81824222932556
1976-07-18,297.80456040185
1976-07-25,291.43545080192905
1976-08-01,283.50789081326604
1976-08-08,277.5211055912456
1976-08-15,275.3718897560398
1976-08-22,276.4262098251139
1976-08-29,279.3060396629297
1976-09-05,282.5862279925308
1976-09-12,284.8416235369604
1976-09-19,284.9544129591561
1976-09-26,283.03613468163053
1976-10-03,279.5056650667905
1976-10-10,274.7960108241016
1976-10-17,269.3662813387632
1976-10-24,263.56804149303144
1976-10-31,257.5173555246528
1976-11-07,250.8448649345314
1976-11-14,244.5049121902661
1976-11-21,240.54339648636866
1976-11-28,240.38692321840063
1976-12-05,242.09460916686763
1976-12-12,243.31229002596848
1976-12-19,245.2854830179974
1976-12-26,249.56513105072685
1977-01-02,254.9937849198971
1977-01-09,259.6388872029798
1977-01-16,261.6425247717391
1977-01-23,261.04016219306766
1977-01-30,259.0292913877056
1977-02-06,256.9847532732054
1977-02-13,255.94459894342688
1977-02-20,255.59972019745948
1977-02-27,255.30421901069994
1977-03-06,254.60468208586263
1977-03-13,254.04906920927604
1977-03-20,254.73637844661445
1977-03-27,255.67549688328629
1977-04-03,255.48657464823705
1977-04-10,254.29573522422066
1977-04-17,252.60660690435847
1977-04-24,250.87405129621598
1977-05-01,249.44310404830767
1977-05-08,248.26826365849854
1977-05-15,247.20639433699134
1977-05-22,246.0828065776733
1977-05-29,244.59659600916922
1977-06-05,242.41530454378847
1977-06-12,239.28659996778538
1977-06-19,235.27865356319424
1977-06-26,230.53976248599437
1977-07-03,225.231963340589
1977-07-10,219.5722505250764
1977-07-17,213.8237456299157
1977-07-24,208.32579104111537
