date,value
1974-01-03,275.66973266662177
1974-01-04,275.7737603536002
1974-01-07,276.43886956586465
1974-01-08,277.69284389133486
1974-01-09,279.9855836283561
1974-01-10,283.30741975860667
1974-01-11,286.25940481500305
1974-01-14,287.6141988893703
1974-01-15,288.1692767523418
1974-01-16,289.1115487949413
1974-01-17,290.47385529426236
1974-01-18,291.02201306777465
1974-01-21,289.4498007552936
1974-01-22,286.9491994472875
1974-01-23,285.6507910920488
1974-01-24,287.1553484113909
1974-01-25,290.6414908053848
1974-01-28,294.68229934366616
1974-01-29,297.90683806535424
1974-01-30,299.48289087555605
1974-01-31,299.89337660107066
1974-02-01,299.84881575541334
1974-02-04,299.71098364675584
1974-02-05,299.7544692819352
1974-02-06,300.2538616677875
1974-02-07,301.36726062119186
1974-02-08,302.7868091991972
1974-02-11,304.0881612688951
1974-02-13,305.2404651242803
1974-02-14,307.70381681897993
1974-02-15,312.3542757686356
1974-02-19,317.5921704877418
1974-02-20,322.2495911149571
1974-02-21,326.4453882396497
1974-02-22,329.7829507957135
1974-02-25,331.3347715887233
1974-02-26,330.37979474490044
1974-02-27,327.36589674382924
1974-02-28,323.03318715343437
1974-03-01,318.19323750370694
1974-03-04,313.77671211771906
1974-03-05,310.1187170598778
1974-03-06,307.26294537215676
1974-03-07,304.75445822752886
1974-03-08,302.07958622553946
1974-03-11,298.9883695410256
1974-03-12,295.5205432298832
1974-03-13,292.6109122969524
1974-03-14,291.3121495226159
1974-03-15,292.2533288404803
1974-03-18,295.54341531303965
1974-03-19,299.6345373651109
1974-03-20,302.58425323481873
1974-03-21,302.8419998038677
1974-03-22,300.1301439373783
1974-03-25,294.83593903871486
1974-03-26,288.72650600990124
1974-03-27,283.3639205216523
1974-03-28,278.52067441555516
1974-03-29,273.6823514267302
1974-04-01,268.60192456142295
1974-04-02,263.9377735744805
1974-04-03,260.5041146338453
1974-04-04,258.70256370963074
1974-04-05,258.34206509145514
1974-04-08,259.0526133663149
1974-04-09,260.27056071715975
1974-04-10,261.38384872592746
1974-04-11,261.9499017194678
1974-04-15,262.23716067516295
1974-04-16,262.70193893498845
1974-04-17,263.37782325635135
1974-04-18,264.24065708629996
1974-04-19,265.4911228859018
1974-04-22,267.3861128697291
1974-04-23,270.07943214574635
1974-04-24,273.27844165696695
1974-04-25,276.45103228571753
1974-04-26,278.7885061602086
1974-04-29,278.7344508056146
1974-04-30,275.76042983837664
1974-05-01,270.97216392475593
1974-05-02,265.40138305083804
1974-05-03,260.0069100938319
1974-05-06,255.9113694450864
1974-05-07,254.12158259391407
1974-05-08,254.83690869932016
1974-05-09,257.34558387089606
1974-05-10,260.76336190615837
1974-05-13,264.72645823760627
1974-05-14,268.7829920514646
1974-05-15,271.72498843449864
1974-05-16,272.7154194137247
1974-05-17,271.06658247352345
1974-05-20,266.69406613708145
1974-05-21,261.9266230828096
1974-05-22,259.40997229132057
1974-05-23,260.0681005831658
1974-05-24,262.3962320342953
1974-05-28,264.9663368933008
1974-05-29,266.65770593840415
1974-05-30,267.13368497860284
1974-05-31,267.0334547001103
1974-06-03,267.2041480876796
1974-06-04,268.3493162992747
1974-06-05,270.50295449138144
1974-06-06,273.17456121640316
1974-06-07,275.77733410134795
1974-06-10,277.72018184893875
1974-06-11,278.41094093082745
1974-06-12,277.6527253902559
1974-06-13,276.82975955682645
1974-06-14,277.5894795678155
1974-06-17,280.403676252125
1974-06-18,283.412408753245
1974-06-19,286.2585075593188
1974-06-20,290.6562538445659
1974-06-21,295.8775544566582
1974-06-24,299.28027442569555
1974-06-25,298.97619378129644
1974-06-26,297.60453398450267
1974-06-27,298.90489626590403
1974-06-28,302.2825609812192
1974-07-01,304.853235964978
1974-07-02,304.6817715453434
1974-07-03,304.86051244771977
1974-07-05,308.2735014610513
1974-07-08,312.0053956624975
1974-07-09,313.6987675133566
1974-07-10,314.47918026148903
1974-07-11,316.1189957628563
1974-07-12,319.488035879218
1974-07-15,323.98190124604537
1974-07-16,328.6632361714127
1974-07-17,332.4485976939665
1974-07-18,334.2349359387083
1974-07-19,335.03208241747416
1974-07-22,336.474131488853
1974-07-23,340.14564057168917
1974-07-24,346.2917037733026
1974-07-25,353.87577428155765
1974-07-26,361.6127999720784
1974-07-29,368.217728720489
1974-07-30,372.34923217180483
1974-07-31,372.8959441026723
1974-08-01,370.5406884564345
1974-08-02,366.54214895468647
1974-08-05,362.18920750007015
1974-08-06,358.52672094176376
1974-08-07,355.6234459150905
1974-08-08,353.4237309403959
1974-08-09,352.3503922919692
1974-08-12,352.9458631825858
1974-08-13,355.4667317219333
1974-08-14,359.02620560734823
1974-08-15,362.1992752952256
1974-08-16,363.10408672243136
1974-08-19,361.94430491927056
1974-08-20,359.9854993629109
1974-08-21,358.62055463426327
1974-08-22,358.7556712246097
1974-08-23,359.350313266716
1974-08-26,358.9646508275
1974-08-27,356.50841406900577
1974-08-28,351.42136803752203
1974-08-29,344.8664315453374
1974-08-30,338.26493894304565
1974-09-03,333.0366290885197
1974-09-04,330.70246085326045
1974-09-05,332.30338356351115
1974-09-06,336.8645617321136
1974-09-09,342.90721366855917
1974-09-10,348.6517722359562
1974-09-11,351.61216192076967
1974-09-12,350.9880553986324
1974-09-13,346.93695578469226
1974-09-16,341.46115431660706
1974-09-17,337.0241392626622
1974-09-18,335.68056753021244
1974-09-19,337.84977058289167
1974-09-20,343.15102397762956
1974-09-23,349.8842738709206
1974-09-24,356.9405170041221
1974-09-25,363.652569775093
1974-09-26,370.03336740507075
1974-09-27,375.87255730117045
1974-09-30,380.8549021985163
