date,value
1974-01-06,281.9355952710048
1974-01-13,283.7789428368037
1974-01-20,286.7241358381504
1974-01-27,290.7082983713965
1974-02-03,296.3142956228265
1974-02-10,302.62943673786356
1974-02-17,309.0221685522651
1974-02-24,313.67753687936573
1974-03-03,313.7991811997633
1974-03-10,308.56867600999846
1974-03-17,300.68021056036804
1974-03-24,291.80110109458326
1974-03-31,281.46048155874655
1974-04-07,271.65998262849547
1974-04-14,265.3999589634881
1974-04-21,262.85793127037516
1974-04-28,262.9411002568422
1974-05-05,263.81316408842895
1974-05-12,265.23841422002823
1974-05-19,267.95705843133186
1974-05-26,270.1078475487174
1974-06-02,272.2245800081923
1974-06-09,274.88237891128995
1974-06-16,279.04889201744817
1974-06-23,285.66529128056965
1974-06-30,295.02173521675775
1974-07-07,306.5855153326711
1974-07-14,319.8673903103721
1974-07-21,333.6967302337738
1974-07-28,345.5502764112589
1974-08-04,353.59493272504875
1974-08-11,355.9036343413723
1974-08-18,354.51564549437836
1974-08-25,351.35237785778565
1974-09-01,347.4574282551722
1974-09-08,345.3867382411446
1974-09-15,347.79400535092907
1974-09-22,353.7237982796194
1974-09-29,363.551549796552
1974-10-06,373.4648706804143
1974-10-13,379.4655800062237
1974-10-20,381.6391416481339
1974-10-27,380.10300557719296
1974-11-03,376.49312577388
1974-11-10,371.90681137508386
1974-11-17,366.42344876957594
1974-11-24,361.35260724898785
1974-12-01,358.82961500454684
1974-12-08,357.30101161188134
1974-12-15,354.61623005738625
1974-12-22,350.55626536031576
1974-12-29,345.6956220080507
1975-01-05,340.8378899346439
1975-01-12,335.3208236245983
1975-01-19,328.4033340103561
1975-01-26,320.69373544561194
1975-02-02,313.94059765297345
1975-02-09,307.297653305595
1975-02-16,299.8372959287586
1975-02-23,291.40236372899204
1975-03-02,284.4108509539751
1975-03-09,281.57637074881023
1975-03-16,282.543982099378
1975-03-23,285.1811881815044
1975-03-30,288.39037454815633
1975-04-06,290.5901355576126
1975-04-13,290.2922877337443
1975-04-20,287.8439707093033
1975-04-27,284.389782409261
1975-05-04,280.162446829145
1975-05-11,276.22001076454615
1975-05-18,274.44961525703525
1975-05-25,274.46175439167865
1975-06-01,275.6499917616848
1975-06-08,277.9154229458111
1975-06-15,280.09832640167906
1975-06-22,281.3897359507454
1975-06-29,281.58875510934433
1975-07-06,282.0542624837961
1975-07-13,284.65648635423383
1975-07-20,288.72107448657357
1975-07-27,292.9865382741632
1975-08-03,298.26970008969045
1975-08-10,304.00539788278456
1975-08-17,308.5362712284057
1975-08-24,310.5309453027902
1975-08-31,309.84345609643105
1975-09-07,308.0045867193255
1975-09-14,306.5472506184839
1975-09-21,305.2779668919681
1975-09-28,302.53720062134505
1975-10-05,299.3003465045195
1975-10-12,295.8610757045322
1975-10-19,291.83461371020167
1975-10-26,287.06426899697357
1975-11-02,281.81716673005457
1975-11-09,276.5419488924216
1975-11-16,271.578549295559
1975-11-23,268.06902163827493
1975-11-30,266.33019285204057
1975-12-07,264.9085142409713
1975-12-14,263.58093429666883
1975-12-21,263.14797994259226
1975-12-28,263.5709021812349
1976-01-04,263.98458719893114
1976-01-11,264.7347550540188
1976-01-18,265.52231072244894
1976-01-25,265.9778402029003
1976-02-01,266.1881937951555
1976-02-08,266.9840503671876
1976-02-15,267.9450794912337
1976-02-22,268.6667391343851
1976-02-29,269.0393744215416
1976-03-07,268.9914941954777
1976-03-14,268.42665507910345
1976-03-21,267.4871839328919
1976-03-28,266.6255888212567
1976-04-04,265.89572115818834
1976-04-11,265.951130027177
1976-04-18,267.12396178124527
1976-04-25,269.7109423723176
1976-05-02,273.49378174685467
1976-05-09,278.0845525039529
1976-05-16,282.8595317162145
1976-05-23,287.0697467990223
1976-05-30,290.9937289034325
1976-06-06,294.849716619504
1976-06-13,298.2929394551151
1976-06-20,300.1828590944882
1976-06-27,301.0357565965381
1976-07-04,300.3533990066902
1976-07-11,298.44199003992276
1976-07-18,294.59721881606504
1976-07-25,289.01682302343005
1976-08-01,283.8141796557502
1976-08-08,280.5538988271463
1976-08-15,279.46542440733725
1976-08-22,280.4292516994906
1976-08-29,282.69439567023363
1976-09-05,285.3714077049893
1976-09-12,287.178944714499
1976-09-19,286.0042469753901
1976-09-26,282.0215258737341
1976-10-03,276.82096767252534
1976-10-10,271.57915859480715
1976-10-17,266.09613005180074
1976-10-24,260.6551568671139
1976-10-31,255.44303295536662
1976-11-07,250.6593187477172
1976-11-14,246.41053939069818
1976-11-21,243.41229487871325
1976-11-28,241.90427952766748
1976-12-05,241.42581890596125
1976-12-12,242.46168074732722
1976-12-19,244.81245635375222
1976-12-26,248.7164632379518
1977-01-02,253.33823968098574
1977-01-09,257.24888923184403
1977-01-16,259.6270435904451
1977-01-23,259.9714033096765
1977-01-30,258.7981959469804
1977-02-06,257.0502589766314
1977-02-13,255.63111111147555
1977-02-20,254.70079638480135
1977-02-27,254.33831840604702
1977-03-06,254.5558903040402
1977-03-13,255.35751470278848
1977-03-20,256.1879600189737
1977-03-27,256.4513634455822
1977-04-03,255.52319853372484
1977-04-10,253.92600233710624
1977-04-17,252.3690035902766
1977-04-24,250.49428832505617
1977-05-01,248.31809557474742
1977-05-08,246.52399591220242
1977-05-15,245.16883217750063
1977-05-22,244.23778631127163
1977-05-29,243.28322539408708
1977-06-05,241.37216578892117
1977-06-12,237.80432436599597
1977-06-19,233.11203545135416
1977-06-26,228.44006906679962
1977-07-03,223.9724757340137
1977-07-10,219.18848017064624
1977-07-17,213.73953829663594
1977-07-24,208.14685108843062
1977-07-31,202.6280407660831
